Current sim time, airport, event name, airplane id, runway queue size, gate queue size, baggage cart queue size, fuel truck queue size
39.559004, Airport1, Land, 1.9, 1, 6, 0, 0, 
40.320449, Airport1, ReleaseLuggageCart, 1.1, 1, 6, 0, 0, 
40.320449, Airport1, LeaveGate, 1.1, 1, 6, 0, 0, 
42.642149, Airport1, LeaveGate, 1.1, 1, 6, 0, 0, 
42.642149, Airport1, DockAtGate, 1.2, 1, 5, 0, 0, 
43.760705, Airport1, AcquireGate, 1.8, 1, 5, 0, 0, 
44.210040, Airport1, Taxi2Gate, 1.9, 1, 6, 0, 0, 
44.210040, Airport1, Land, 1.10, 0, 6, 0, 0, 
44.535165, Airport1, ArriveGate, 1.2, 0, 6, 0, 0, 
44.535165, Airport1, UnloadLuggage, 1.2, 0, 6, 0, 0, 
44.535165, Airport1, FuelPlane, 1.2, 0, 6, 0, 0, 
44.921937, Airport1, Taxi2RunwayEA, 1.1, 0, 6, 0, 0, 
48.128831, Airport1, AcquireGate, 1.9, 0, 6, 0, 0, 
48.717613, Airport1, AcquireRunwayTakeoff, 1.1, 0, 7, 0, 0, 
49.184472, Airport1, Taxi2Gate, 1.10, 1, 7, 0, 0, 
49.184472, Airport1, Takeoff, 1.1, 0, 7, 0, 0, 
51.755318, Airport1, StartClean, 1.2, 0, 7, 0, 0, 
52.730575, Airport1, AcquireGate, 1.10, 0, 7, 0, 0, 
56.679356, Airport1, Leave, 1.1, 0, 8, 0, 0, 
58.124851, Airport1, LoadLuggage, 1.2, 0, 8, 0, 0, 
62.646401, Airport1, StartEmbark, 1.2, 0, 8, 0, 0, 
63.312227, Airport1, ReleaseFuelTruck, 1.2, 0, 8, 0, 0, 
63.312227, Airport1, LeaveGate, 1.2, 0, 8, 0, 0, 
73.625217, Airport1, ReleaseLuggageCart, 1.2, 0, 8, 0, 0, 
73.625217, Airport1, LeaveGate, 1.2, 0, 8, 0, 0, 
75.959015, Airport1, LeaveGate, 1.2, 0, 8, 0, 0, 
75.959015, Airport1, DockAtGate, 1.3, 0, 7, 0, 0, 
77.949559, Airport1, ArriveGate, 1.3, 0, 7, 0, 0, 
77.949559, Airport1, UnloadLuggage, 1.3, 0, 7, 0, 0, 
77.949559, Airport1, FuelPlane, 1.3, 0, 7, 0, 0, 
78.138777, Airport1, Taxi2RunwayEA, 1.2, 0, 7, 0, 0, 
81.408745, Airport1, AcquireRunwayTakeoff, 1.2, 0, 7, 0, 0, 
81.408745, Airport1, Takeoff, 1.2, 0, 7, 0, 0, 
83.503904, Airport1, StartClean, 1.3, 0, 7, 0, 0, 
88.312881, Airport1, Leave, 1.2, 0, 7, 0, 0, 
86.690669, Airport1, AcquireRunwayLand, 3.4, 0, 7, 0, 0, 
86.690669, Airport1, Land, 3.4, 0, 7, 0, 0, 
87.938316, Airport1, AcquireRunwayLand, 3.3, 0, 7, 0, 0, 
91.451349, Airport1, LoadLuggage, 1.3, 1, 7, 0, 0, 
92.048758, Airport1, Taxi2Gate, 3.4, 1, 7, 0, 0, 
92.048758, Airport1, Land, 3.3, 0, 7, 0, 0, 
93.460972, Airport1, StartEmbark, 1.3, 0, 7, 0, 0, 
96.281652, Airport1, AcquireGate, 3.4, 0, 7, 0, 0, 
96.597955, Airport1, ReleaseFuelTruck, 1.3, 0, 8, 0, 0, 
96.597955, Airport1, LeaveGate, 1.3, 0, 8, 0, 0, 
97.428324, Airport1, Taxi2Gate, 3.3, 0, 8, 0, 0, 
101.667671, Airport1, AcquireGate, 3.3, 0, 8, 0, 0, 
105.536051, Airport1, LeaveGate, 1.3, 0, 9, 0, 0, 
108.053542, Airport1, ReleaseLuggageCart, 1.3, 0, 9, 0, 0, 
108.053542, Airport1, LeaveGate, 1.3, 0, 9, 0, 0, 
108.053542, Airport1, DockAtGate, 1.4, 0, 8, 0, 0, 
110.008563, Airport1, Taxi2RunwayEA, 1.3, 0, 8, 0, 0, 
110.209695, Airport1, ArriveGate, 1.4, 0, 8, 0, 0, 
110.209695, Airport1, UnloadLuggage, 1.4, 0, 8, 0, 0, 
110.209695, Airport1, FuelPlane, 1.4, 0, 8, 0, 0, 
114.336130, Airport1, AcquireRunwayTakeoff, 1.3, 0, 8, 0, 0, 
114.336130, Airport1, Takeoff, 1.3, 0, 8, 0, 0, 
117.451095, Airport1, StartClean, 1.4, 0, 8, 0, 0, 
118.356978, Airport1, AcquireRunwayLand, 3.6, 0, 8, 0, 0, 
120.524672, Airport1, Leave, 1.3, 1, 8, 0, 0, 
120.524672, Airport1, Land, 3.6, 0, 8, 0, 0, 
124.286391, Airport1, LoadLuggage, 1.4, 0, 8, 0, 0, 
55.956887, Airport1, AcquireRunwayLand, 2.2, 0, 8, 0, 0, 
56.408870, Airport1, AcquireRunwayLand, 2.1, 1, 8, 0, 0, 
125.926075, Airport1, Taxi2Gate, 3.6, 2, 8, 0, 0, 
125.926075, Airport1, Land, 2.2, 1, 8, 0, 0, 
127.853175, Airport1, StartEmbark, 1.4, 1, 8, 0, 0, 
129.713222, Airport1, ReleaseFuelTruck, 1.4, 1, 8, 0, 0, 
129.713222, Airport1, LeaveGate, 1.4, 1, 8, 0, 0, 
130.010604, Airport1, AcquireGate, 3.6, 1, 8, 0, 0, 
130.846037, Airport1, Taxi2Gate, 2.2, 1, 9, 0, 0, 
130.846037, Airport1, Land, 2.1, 0, 9, 0, 0, 
134.524500, Airport1, AcquireGate, 2.2, 0, 9, 0, 0, 
136.155720, Airport1, Taxi2Gate, 2.1, 0, 10, 0, 0, 
140.194869, Airport1, ReleaseLuggageCart, 1.4, 0, 10, 0, 0, 
140.194869, Airport1, LeaveGate, 1.4, 0, 10, 0, 0, 
140.415416, Airport1, LeaveGate, 1.4, 0, 10, 0, 0, 
140.415416, Airport1, DockAtGate, 1.5, 0, 9, 0, 0, 
140.538848, Airport1, AcquireGate, 2.1, 0, 9, 0, 0, 
142.230828, Airport1, Taxi2RunwayEA, 1.4, 0, 10, 0, 0, 
143.263901, Airport1, ArriveGate, 1.5, 0, 10, 0, 0, 
143.263901, Airport1, UnloadLuggage, 1.5, 0, 10, 0, 0, 
143.263901, Airport1, FuelPlane, 1.5, 0, 10, 0, 0, 
146.005208, Airport1, AcquireRunwayTakeoff, 1.4, 0, 10, 0, 0, 
146.005208, Airport1, Takeoff, 1.4, 0, 10, 0, 0, 
147.064587, Airport1, AcquireRunwayLand, 4.7, 0, 10, 0, 0, 
150.516612, Airport1, AcquireRunwayLand, 4.8, 1, 10, 0, 0, 
150.736734, Airport1, StartClean, 1.5, 2, 10, 0, 0, 
153.454695, Airport1, Leave, 1.4, 2, 10, 0, 0, 
153.454695, Airport1, Land, 4.7, 1, 10, 0, 0, 
156.428456, Airport1, LoadLuggage, 1.5, 1, 10, 0, 0, 
158.789710, Airport1, Taxi2Gate, 4.7, 1, 10, 0, 0, 
158.789710, Airport1, Land, 4.8, 0, 10, 0, 0, 
161.436792, Airport1, StartEmbark, 1.5, 0, 10, 0, 0, 
161.923049, Airport1, ReleaseFuelTruck, 1.5, 0, 10, 0, 0, 
161.923049, Airport1, LeaveGate, 1.5, 0, 10, 0, 0, 
162.889159, Airport1, AcquireGate, 4.7, 0, 10, 0, 0, 
164.147211, Airport1, Taxi2Gate, 4.8, 0, 11, 0, 0, 
168.366485, Airport1, AcquireGate, 4.8, 0, 11, 0, 0, 
171.796139, Airport1, ReleaseLuggageCart, 1.5, 0, 12, 0, 0, 
171.796139, Airport1, LeaveGate, 1.5, 0, 12, 0, 0, 
174.705764, Airport1, LeaveGate, 1.5, 0, 12, 0, 0, 
174.705764, Airport1, DockAtGate, 1.6, 0, 11, 0, 0, 
176.065777, Airport1, AcquireRunwayLand, 3.9, 0, 11, 0, 0, 
176.065777, Airport1, Land, 3.9, 0, 11, 0, 0, 
176.591563, Airport1, Taxi2RunwayEA, 1.5, 0, 11, 0, 0, 
176.905539, Airport1, ArriveGate, 1.6, 0, 11, 0, 0, 
176.905539, Airport1, UnloadLuggage, 1.6, 0, 11, 0, 0, 
176.905539, Airport1, FuelPlane, 1.6, 0, 11, 0, 0, 
180.236650, Airport1, AcquireRunwayTakeoff, 1.5, 0, 11, 0, 0, 
181.129356, Airport1, Taxi2Gate, 3.9, 1, 11, 0, 0, 
181.129356, Airport1, Takeoff, 1.5, 0, 11, 0, 0, 
183.360384, Airport1, StartClean, 1.6, 0, 11, 0, 0, 
184.973566, Airport1, AcquireGate, 3.9, 0, 11, 0, 0, 
188.226941, Airport1, Leave, 1.5, 0, 12, 0, 0, 
190.933295, Airport1, LoadLuggage, 1.6, 0, 12, 0, 0, 
194.095682, Airport1, StartEmbark, 1.6, 0, 12, 0, 0, 
195.804659, Airport1, ReleaseFuelTruck, 1.6, 0, 12, 0, 0, 
195.804659, Airport1, LeaveGate, 1.6, 0, 12, 0, 0, 
206.822011, Airport1, ReleaseLuggageCart, 1.6, 0, 12, 0, 0, 
117.250814, Airport1, AcquireRunwayLand, 2.5, 0, 12, 0, 0, 
117.250814, Airport1, Land, 2.5, 0, 12, 0, 0, 
122.511835, Airport1, Taxi2Gate, 2.5, 0, 12, 0, 0, 
126.393390, Airport1, AcquireGate, 2.5, 0, 12, 0, 0, 
206.822011, Airport1, LeaveGate, 1.6, 0, 13, 0, 0, 
206.975791, Airport1, LeaveGate, 1.6, 0, 13, 0, 0, 
206.975791, Airport1, DockAtGate, 1.7, 0, 12, 0, 0, 
208.909726, Airport1, Taxi2RunwayEA, 1.6, 0, 12, 0, 0, 
209.594983, Airport1, ArriveGate, 1.7, 0, 12, 0, 0, 
209.594983, Airport1, UnloadLuggage, 1.7, 0, 12, 0, 0, 
209.594983, Airport1, FuelPlane, 1.7, 0, 12, 0, 0, 
213.385661, Airport1, AcquireRunwayTakeoff, 1.6, 0, 12, 0, 0, 
213.385661, Airport1, Takeoff, 1.6, 0, 12, 0, 0, 
216.277761, Airport1, StartClean, 1.7, 0, 12, 0, 0, 
220.210549, Airport1, Leave, 1.6, 0, 12, 0, 0, 
223.723616, Airport1, LoadLuggage, 1.7, 0, 12, 0, 0, 
226.308062, Airport1, StartEmbark, 1.7, 0, 12, 0, 0, 
228.083956, Airport1, ReleaseFuelTruck, 1.7, 0, 12, 0, 0, 
228.083956, Airport1, LeaveGate, 1.7, 0, 12, 0, 0, 
236.316742, Airport1, AcquireRunwayLand, 4.5, 0, 12, 0, 0, 
236.316742, Airport1, Land, 4.5, 0, 12, 0, 0, 
237.092821, Airport1, AcquireRunwayLand, 3.7, 0, 12, 0, 0, 
239.560390, Airport1, LeaveGate, 1.7, 1, 12, 0, 0, 
240.571166, Airport1, ReleaseLuggageCart, 1.7, 1, 12, 0, 0, 
240.571166, Airport1, LeaveGate, 1.7, 1, 12, 0, 0, 
240.571166, Airport1, DockAtGate, 1.8, 1, 11, 0, 0, 
241.898597, Airport1, Taxi2Gate, 4.5, 1, 11, 0, 0, 
241.898597, Airport1, Land, 3.7, 0, 11, 0, 0, 
242.576679, Airport1, ArriveGate, 1.8, 0, 11, 0, 0, 
242.576679, Airport1, UnloadLuggage, 1.8, 0, 11, 0, 0, 
242.576679, Airport1, FuelPlane, 1.8, 0, 11, 0, 0, 
242.631239, Airport1, Taxi2RunwayEA, 1.7, 0, 11, 0, 0, 
245.860340, Airport1, AcquireGate, 4.5, 0, 11, 0, 0, 
246.741555, Airport1, AcquireRunwayTakeoff, 1.7, 0, 12, 0, 0, 
246.901792, Airport1, Taxi2Gate, 3.7, 1, 12, 0, 0, 
246.901792, Airport1, Takeoff, 1.7, 0, 12, 0, 0, 
249.915887, Airport1, StartClean, 1.8, 0, 12, 0, 0, 
251.701421, Airport1, AcquireGate, 3.7, 0, 12, 0, 0, 
253.900336, Airport1, Leave, 1.7, 0, 13, 0, 0, 
256.624411, Airport1, LoadLuggage, 1.8, 0, 13, 0, 0, 
259.177869, Airport1, StartEmbark, 1.8, 0, 13, 0, 0, 
261.522813, Airport1, ReleaseFuelTruck, 1.8, 0, 13, 0, 0, 
261.522813, Airport1, LeaveGate, 1.8, 0, 13, 0, 0, 
265.634523, Airport1, AcquireRunwayLand, 4.10, 0, 13, 0, 0, 
265.634523, Airport1, Land, 4.10, 0, 13, 0, 0, 
270.466669, Airport1, Taxi2Gate, 4.10, 0, 13, 0, 0, 
272.377269, Airport1, LeaveGate, 1.8, 0, 13, 0, 0, 
272.476686, Airport1, ReleaseLuggageCart, 1.8, 0, 13, 0, 0, 
272.476686, Airport1, LeaveGate, 1.8, 0, 13, 0, 0, 
272.476686, Airport1, DockAtGate, 1.9, 0, 12, 0, 0, 
273.776884, Airport1, ArriveGate, 1.9, 0, 12, 0, 0, 
273.776884, Airport1, UnloadLuggage, 1.9, 0, 12, 0, 0, 
273.776884, Airport1, FuelPlane, 1.9, 0, 12, 0, 0, 
274.652209, Airport1, Taxi2RunwayEA, 1.8, 0, 12, 0, 0, 
274.929780, Airport1, AcquireGate, 4.10, 0, 12, 0, 0, 
278.088913, Airport1, AcquireRunwayTakeoff, 1.8, 0, 13, 0, 0, 
278.088913, Airport1, Takeoff, 1.8, 0, 13, 0, 0, 
281.546844, Airport1, StartClean, 1.9, 0, 13, 0, 0, 
284.840809, Airport1, Leave, 1.8, 0, 13, 0, 0, 
288.069694, Airport1, LoadLuggage, 1.9, 0, 13, 0, 0, 
178.678096, Airport1, AcquireRunwayLand, 2.10, 0, 13, 0, 0, 
178.678096, Airport1, Land, 2.10, 0, 13, 0, 0, 
182.805327, Airport1, Taxi2Gate, 2.10, 0, 13, 0, 0, 
187.005686, Airport1, AcquireGate, 2.10, 0, 13, 0, 0, 
291.917736, Airport1, StartEmbark, 1.9, 0, 14, 0, 0, 
292.292628, Airport1, ReleaseFuelTruck, 1.9, 0, 14, 0, 0, 
292.292628, Airport1, LeaveGate, 1.9, 0, 14, 0, 0, 
304.206426, Airport1, ReleaseLuggageCart, 1.9, 0, 14, 0, 0, 
304.206426, Airport1, LeaveGate, 1.9, 0, 14, 0, 0, 
304.952265, Airport1, LeaveGate, 1.9, 0, 14, 0, 0, 
304.952265, Airport1, DockAtGate, 1.10, 0, 13, 0, 0, 
306.584011, Airport1, Taxi2RunwayEA, 1.9, 0, 13, 0, 0, 
306.888926, Airport1, ArriveGate, 1.10, 0, 13, 0, 0, 
306.888926, Airport1, UnloadLuggage, 1.10, 0, 13, 0, 0, 
306.888926, Airport1, FuelPlane, 1.10, 0, 13, 0, 0, 
231.124378, Airport1, AcquireRunwayLand, 2.9, 0, 13, 0, 0, 
231.124378, Airport1, Land, 2.9, 0, 13, 0, 0, 
235.835653, Airport1, Taxi2Gate, 2.9, 0, 13, 0, 0, 
239.840436, Airport1, AcquireGate, 2.9, 0, 13, 0, 0, 
294.678217, Airport1, AcquireRunwayLand, 1.1, 0, 14, 0, 0, 
294.678217, Airport1, Land, 1.1, 0, 14, 0, 0, 
300.082575, Airport1, Taxi2Gate, 1.1, 0, 14, 0, 0, 
304.891384, Airport1, AcquireGate, 1.1, 0, 14, 0, 0, 
310.109370, Airport1, AcquireRunwayTakeoff, 1.9, 0, 15, 0, 0, 
310.109370, Airport1, Takeoff, 1.9, 0, 15, 0, 0, 
312.381701, Airport1, StartClean, 1.10, 0, 15, 0, 0, 
206.760899, Airport1, AcquireRunwayLand, 3.1, 0, 15, 0, 0, 
209.808445, Airport1, AcquireRunwayLand, 3.2, 1, 15, 0, 0, 
317.515157, Airport1, Leave, 1.9, 2, 15, 0, 0, 
317.515157, Airport1, Land, 3.1, 1, 15, 0, 0, 
320.763378, Airport1, LoadLuggage, 1.10, 1, 15, 0, 0, 
321.824816, Airport1, Taxi2Gate, 3.1, 1, 15, 0, 0, 
321.824816, Airport1, Land, 3.2, 0, 15, 0, 0, 
322.158653, Airport1, StartEmbark, 1.10, 0, 15, 0, 0, 
323.667849, Airport1, AcquireRunwayLand, 1.3, 0, 15, 0, 0, 
325.654080, Airport1, AcquireGate, 3.1, 1, 15, 0, 0, 
326.199610, Airport1, ReleaseFuelTruck, 1.10, 1, 16, 0, 0, 
326.199610, Airport1, LeaveGate, 1.10, 1, 16, 0, 0, 
327.350952, Airport1, Taxi2Gate, 3.2, 1, 16, 0, 0, 
327.350952, Airport1, Land, 1.3, 0, 16, 0, 0, 
331.855702, Airport1, AcquireGate, 3.2, 0, 16, 0, 0, 
331.921692, Airport1, Taxi2Gate, 1.3, 0, 17, 0, 0, 
334.416601, Airport1, LeaveGate, 1.10, 0, 17, 0, 0, 
335.570231, Airport1, AcquireGate, 1.3, 0, 17, 0, 0, 
336.808450, Airport1, ReleaseLuggageCart, 1.10, 0, 18, 0, 0, 
336.808450, Airport1, LeaveGate, 1.10, 0, 18, 0, 0, 
336.808450, Airport1, DockAtGate, 3.4, 0, 17, 0, 0, 
338.547034, Airport1, ArriveGate, 3.4, 0, 17, 0, 0, 
338.547034, Airport1, UnloadLuggage, 3.4, 0, 17, 0, 0, 
338.547034, Airport1, FuelPlane, 3.4, 0, 17, 0, 0, 
338.800863, Airport1, Taxi2RunwayEA, 1.10, 0, 17, 0, 0, 
342.966559, Airport1, AcquireRunwayTakeoff, 1.10, 0, 17, 0, 0, 
342.966559, Airport1, Takeoff, 1.10, 0, 17, 0, 0, 
346.179379, Airport1, StartClean, 3.4, 0, 17, 0, 0, 
350.270145, Airport1, Leave, 1.10, 0, 17, 0, 0, 
352.215495, Airport1, LoadLuggage, 3.4, 0, 17, 0, 0, 
356.112380, Airport1, StartEmbark, 3.4, 0, 17, 0, 0, 
357.537288, Airport1, ReleaseFuelTruck, 3.4, 0, 17, 0, 0, 
357.537288, Airport1, LeaveGate, 3.4, 0, 17, 0, 0, 
367.541539, Airport1, ReleaseLuggageCart, 3.4, 0, 17, 0, 0, 
367.541539, Airport1, LeaveGate, 3.4, 0, 17, 0, 0, 
368.915513, Airport1, LeaveGate, 3.4, 0, 17, 0, 0, 
368.915513, Airport1, DockAtGate, 3.3, 0, 16, 0, 0, 
370.815492, Airport1, ArriveGate, 3.3, 0, 16, 0, 0, 
370.815492, Airport1, UnloadLuggage, 3.3, 0, 16, 0, 0, 
370.815492, Airport1, FuelPlane, 3.3, 0, 16, 0, 0, 
371.487573, Airport1, Taxi2RunwayEA, 3.4, 0, 16, 0, 0, 
375.480877, Airport1, AcquireRunwayTakeoff, 3.4, 0, 16, 0, 0, 
375.480877, Airport1, Takeoff, 3.4, 0, 16, 0, 0, 
376.698147, Airport1, StartClean, 3.3, 0, 16, 0, 0, 
382.350935, Airport1, Leave, 3.4, 0, 16, 0, 0, 
385.197653, Airport1, LoadLuggage, 3.3, 0, 16, 0, 0, 
386.947773, Airport1, StartEmbark, 3.3, 0, 16, 0, 0, 
389.534235, Airport1, ReleaseFuelTruck, 3.3, 0, 16, 0, 0, 
389.534235, Airport1, LeaveGate, 3.3, 0, 16, 0, 0, 
400.334379, Airport1, LeaveGate, 3.3, 0, 16, 0, 0, 
401.329823, Airport1, ReleaseLuggageCart, 3.3, 0, 16, 0, 0, 
401.329823, Airport1, LeaveGate, 3.3, 0, 16, 0, 0, 
401.329823, Airport1, DockAtGate, 3.6, 0, 15, 0, 0, 
403.120402, Airport1, ArriveGate, 3.6, 0, 15, 0, 0, 
403.120402, Airport1, UnloadLuggage, 3.6, 0, 15, 0, 0, 
403.120402, Airport1, FuelPlane, 3.6, 0, 15, 0, 0, 
403.208128, Airport1, Taxi2RunwayEA, 3.3, 0, 15, 0, 0, 
407.079241, Airport1, AcquireRunwayTakeoff, 3.3, 0, 15, 0, 0, 
407.079241, Airport1, Takeoff, 3.3, 0, 15, 0, 0, 
410.124338, Airport1, StartClean, 3.6, 0, 15, 0, 0, 
414.036839, Airport1, Leave, 3.3, 0, 15, 0, 0, 
416.949775, Airport1, LoadLuggage, 3.6, 0, 15, 0, 0, 
419.903586, Airport1, StartEmbark, 3.6, 0, 15, 0, 0, 
386.868510, Airport1, AcquireRunwayLand, 1.9, 0, 15, 0, 0, 
386.868510, Airport1, Land, 1.9, 0, 15, 0, 0, 
391.333402, Airport1, Taxi2Gate, 1.9, 0, 15, 0, 0, 
395.220633, Airport1, AcquireGate, 1.9, 0, 15, 0, 0, 
422.513392, Airport1, ReleaseFuelTruck, 3.6, 0, 16, 0, 0, 
422.513392, Airport1, LeaveGate, 3.6, 0, 16, 0, 0, 
432.938327, Airport1, ReleaseLuggageCart, 3.6, 0, 16, 0, 0, 
432.938327, Airport1, LeaveGate, 3.6, 0, 16, 0, 0, 
433.204715, Airport1, LeaveGate, 3.6, 0, 16, 0, 0, 
433.204715, Airport1, DockAtGate, 2.2, 0, 15, 0, 0, 
435.054257, Airport1, Taxi2RunwayEA, 3.6, 0, 15, 0, 0, 
435.695180, Airport1, ArriveGate, 2.2, 0, 15, 0, 0, 
435.695180, Airport1, UnloadLuggage, 2.2, 0, 15, 0, 0, 
435.695180, Airport1, FuelPlane, 2.2, 0, 15, 0, 0, 
439.647116, Airport1, AcquireRunwayTakeoff, 3.6, 0, 15, 0, 0, 
439.647116, Airport1, Takeoff, 3.6, 0, 15, 0, 0, 
441.790277, Airport1, StartClean, 2.2, 0, 15, 0, 0, 
447.327507, Airport1, Leave, 3.6, 0, 15, 0, 0, 
449.739989, Airport1, LoadLuggage, 2.2, 0, 15, 0, 0, 
452.649635, Airport1, StartEmbark, 2.2, 0, 15, 0, 0, 
454.224602, Airport1, ReleaseFuelTruck, 2.2, 0, 15, 0, 0, 
454.224602, Airport1, LeaveGate, 2.2, 0, 15, 0, 0, 
464.921761, Airport1, ReleaseLuggageCart, 2.2, 0, 15, 0, 0, 
464.921761, Airport1, LeaveGate, 2.2, 0, 15, 0, 0, 
465.531242, Airport1, LeaveGate, 2.2, 0, 15, 0, 0, 
465.531242, Airport1, DockAtGate, 2.1, 0, 14, 0, 0, 
467.507600, Airport1, Taxi2RunwayEA, 2.2, 0, 14, 0, 0, 
467.867449, Airport1, ArriveGate, 2.1, 0, 14, 0, 0, 
467.867449, Airport1, UnloadLuggage, 2.1, 0, 14, 0, 0, 
467.867449, Airport1, FuelPlane, 2.1, 0, 14, 0, 0, 
471.548578, Airport1, AcquireRunwayTakeoff, 2.2, 0, 14, 0, 0, 
471.548578, Airport1, Takeoff, 2.2, 0, 14, 0, 0, 
473.947713, Airport1, StartClean, 2.1, 0, 14, 0, 0, 
479.071080, Airport1, Leave, 2.2, 0, 14, 0, 0, 
481.059547, Airport1, LoadLuggage, 2.1, 0, 14, 0, 0, 
483.887100, Airport1, StartEmbark, 2.1, 0, 14, 0, 0, 
487.420645, Airport1, ReleaseFuelTruck, 2.1, 0, 14, 0, 0, 
487.420645, Airport1, LeaveGate, 2.1, 0, 14, 0, 0, 
496.751648, Airport1, ReleaseLuggageCart, 2.1, 0, 14, 0, 0, 
496.751648, Airport1, LeaveGate, 2.1, 0, 14, 0, 0, 
497.254096, Airport1, LeaveGate, 2.1, 0, 14, 0, 0, 
497.254096, Airport1, DockAtGate, 4.7, 0, 13, 0, 0, 
498.677943, Airport1, Taxi2RunwayEA, 2.1, 0, 13, 0, 0, 
499.226737, Airport1, ArriveGate, 4.7, 0, 13, 0, 0, 
499.226737, Airport1, UnloadLuggage, 4.7, 0, 13, 0, 0, 
499.226737, Airport1, FuelPlane, 4.7, 0, 13, 0, 0, 
271.234258, Airport1, AcquireRunwayLand, 4.6, 0, 13, 0, 0, 
271.234258, Airport1, Land, 4.6, 0, 13, 0, 0, 
276.076443, Airport1, Taxi2Gate, 4.6, 0, 13, 0, 0, 
280.276952, Airport1, AcquireGate, 4.6, 0, 13, 0, 0, 
502.834795, Airport1, AcquireRunwayTakeoff, 2.1, 0, 14, 0, 0, 
502.834795, Airport1, Takeoff, 2.1, 0, 14, 0, 0, 
506.321178, Airport1, StartClean, 4.7, 0, 14, 0, 0, 
510.069709, Airport1, Leave, 2.1, 0, 14, 0, 0, 
513.370073, Airport1, LoadLuggage, 4.7, 0, 14, 0, 0, 
515.890965, Airport1, StartEmbark, 4.7, 0, 14, 0, 0, 
518.315016, Airport1, ReleaseFuelTruck, 4.7, 0, 14, 0, 0, 
518.315016, Airport1, LeaveGate, 4.7, 0, 14, 0, 0, 
528.180979, Airport1, LeaveGate, 4.7, 0, 14, 0, 0, 
529.318289, Airport1, ReleaseLuggageCart, 4.7, 0, 14, 0, 0, 
529.318289, Airport1, LeaveGate, 4.7, 0, 14, 0, 0, 
529.318289, Airport1, DockAtGate, 4.8, 0, 13, 0, 0, 
530.897177, Airport1, Taxi2RunwayEA, 4.7, 0, 13, 0, 0, 
531.681679, Airport1, ArriveGate, 4.8, 0, 13, 0, 0, 
531.681679, Airport1, UnloadLuggage, 4.8, 0, 13, 0, 0, 
