Current sim time, airport, event name, airplane id, runway queue size, gate queue size, baggage cart queue size, fuel truck queue size
0.000000, Airport2, AcquireRunwayLand, 2.1, 0, 0, 0, 0, 
0.000000, Airport2, Land, 2.1, 0, 0, 0, 0, 
1.000000, Airport2, AcquireRunwayLand, 2.2, 0, 0, 0, 0, 
1.000000, Airport2, Land, 2.2, 0, 0, 0, 0, 
2.000000, Airport2, AcquireRunwayLand, 2.3, 0, 0, 0, 0, 
3.000000, Airport2, AcquireRunwayLand, 2.4, 1, 0, 0, 0, 
4.000000, Airport2, AcquireRunwayLand, 2.5, 2, 0, 0, 0, 
4.520532, Airport2, Taxi2Gate, 2.1, 3, 0, 0, 0, 
4.520532, Airport2, Land, 2.3, 2, 0, 0, 0, 
5.000000, Airport2, AcquireRunwayLand, 2.6, 2, 0, 0, 0, 
6.000000, Airport2, AcquireRunwayLand, 2.7, 3, 0, 0, 0, 
6.425559, Airport2, Taxi2Gate, 2.2, 4, 0, 0, 0, 
6.425559, Airport2, Land, 2.4, 3, 0, 0, 0, 
7.000000, Airport2, AcquireRunwayLand, 2.8, 3, 0, 0, 0, 
8.000000, Airport2, AcquireRunwayLand, 2.9, 4, 0, 0, 0, 
8.185414, Airport2, AcquireGate, 2.1, 5, 0, 0, 0, 
8.185414, Airport2, DockAtGate, 2.1, 5, 0, 0, 0, 
9.000000, Airport2, AcquireRunwayLand, 2.10, 5, 0, 0, 0, 
9.799225, Airport2, ArriveGate, 2.1, 6, 0, 0, 0, 
9.799225, Airport2, UnloadLuggage, 2.1, 6, 0, 0, 0, 
9.799225, Airport2, FuelPlane, 2.1, 6, 0, 0, 0, 
10.271004, Airport2, Taxi2Gate, 2.3, 6, 0, 0, 0, 
10.271004, Airport2, Land, 2.5, 5, 0, 0, 0, 
10.473950, Airport2, AcquireGate, 2.2, 5, 0, 0, 0, 
10.473950, Airport2, DockAtGate, 2.2, 5, 0, 0, 0, 
11.210628, Airport2, Taxi2Gate, 2.4, 5, 0, 0, 0, 
11.210628, Airport2, Land, 2.6, 4, 0, 0, 0, 
11.942697, Airport2, ArriveGate, 2.2, 4, 0, 0, 0, 
11.942697, Airport2, UnloadLuggage, 2.2, 4, 0, 0, 0, 
11.942697, Airport2, FuelPlane, 2.2, 4, 0, 0, 0, 
14.981380, Airport2, AcquireGate, 2.4, 4, 0, 0, 0, 
14.981380, Airport2, DockAtGate, 2.4, 4, 0, 0, 0, 
15.076632, Airport2, AcquireGate, 2.3, 4, 0, 0, 0, 
15.530516, Airport2, Taxi2Gate, 2.5, 4, 1, 0, 0, 
15.530516, Airport2, Land, 2.7, 3, 1, 0, 0, 
16.575185, Airport2, Taxi2Gate, 2.6, 3, 1, 0, 0, 
16.575185, Airport2, Land, 2.8, 2, 1, 0, 0, 
17.487913, Airport2, StartClean, 2.1, 2, 1, 0, 0, 
17.488289, Airport2, ArriveGate, 2.4, 2, 1, 0, 0, 
18.901926, Airport2, StartClean, 2.2, 2, 1, 1, 1, 
19.894794, Airport2, AcquireGate, 2.5, 2, 1, 1, 1, 
20.226221, Airport2, AcquireGate, 2.6, 2, 2, 1, 1, 
20.534186, Airport2, Taxi2Gate, 2.7, 2, 3, 1, 1, 
20.534186, Airport2, Land, 2.9, 1, 3, 1, 1, 
21.425237, Airport2, Taxi2Gate, 2.8, 1, 3, 1, 1, 
21.425237, Airport2, Land, 2.10, 0, 3, 1, 1, 
24.035038, Airport2, StartClean, 2.4, 0, 3, 1, 1, 
24.452976, Airport2, AcquireGate, 2.7, 0, 3, 1, 1, 
24.679905, Airport2, LoadLuggage, 2.1, 0, 4, 1, 1, 
25.040508, Airport2, LoadLuggage, 2.2, 0, 4, 1, 1, 
25.202299, Airport2, AcquireGate, 2.8, 0, 4, 1, 1, 
25.508617, Airport2, Taxi2Gate, 2.9, 0, 5, 1, 1, 
26.014923, Airport2, Taxi2Gate, 2.10, 0, 5, 1, 1, 
27.689615, Airport2, StartEmbark, 2.1, 0, 5, 1, 1, 
29.054720, Airport2, AcquireGate, 2.9, 0, 5, 1, 1, 
29.181714, Airport2, StartEmbark, 2.2, 0, 6, 1, 1, 
29.715098, Airport2, ReleaseFuelTruck, 2.1, 0, 6, 1, 1, 
29.715098, Airport2, FuelPlane, 2.4, 0, 6, 1, 0, 
29.715098, Airport2, LeaveGate, 2.1, 0, 6, 1, 0, 
30.416964, Airport2, ReleaseFuelTruck, 2.2, 0, 6, 1, 0, 
30.416964, Airport2, LeaveGate, 2.2, 0, 6, 1, 0, 
30.906006, Airport2, AcquireGate, 2.10, 0, 6, 1, 0, 
34.398296, Airport2, StartEmbark, 2.4, 0, 7, 1, 0, 
40.475581, Airport2, ReleaseLuggageCart, 2.1, 0, 7, 1, 0, 
40.475581, Airport2, UnloadLuggage, 2.4, 0, 7, 0, 0, 
40.475581, Airport2, LeaveGate, 2.1, 0, 7, 0, 0, 
41.092795, Airport2, LeaveGate, 2.1, 0, 7, 0, 0, 
41.092795, Airport2, DockAtGate, 2.3, 0, 6, 0, 0, 
41.535392, Airport2, ReleaseLuggageCart, 2.2, 0, 6, 0, 0, 
41.535392, Airport2, LeaveGate, 2.2, 0, 6, 0, 0, 
41.682080, Airport2, LeaveGate, 2.2, 0, 6, 0, 0, 
41.682080, Airport2, DockAtGate, 2.5, 0, 5, 0, 0, 
42.594585, Airport2, ArriveGate, 2.3, 0, 5, 0, 0, 
42.594585, Airport2, UnloadLuggage, 2.3, 0, 5, 0, 0, 
42.594585, Airport2, FuelPlane, 2.3, 0, 5, 0, 0, 
42.741192, Airport2, Taxi2RunwayEA, 2.1, 0, 5, 0, 0, 
42.952047, Airport2, Taxi2RunwayEA, 2.2, 0, 5, 0, 0, 
43.002131, Airport2, ArriveGate, 2.5, 0, 5, 0, 0, 
47.099281, Airport2, AcquireRunwayTakeoff, 2.1, 0, 5, 1, 1, 
47.099281, Airport2, Takeoff, 2.1, 0, 5, 1, 1, 
47.388840, Airport2, LeaveGate, 2.4, 0, 5, 1, 1, 
47.554240, Airport2, AcquireRunwayTakeoff, 2.2, 0, 5, 1, 1, 
47.554240, Airport2, Takeoff, 2.2, 0, 5, 1, 1, 
49.027712, Airport2, ReleaseFuelTruck, 2.4, 0, 5, 1, 1, 
49.027712, Airport2, FuelPlane, 2.5, 0, 5, 1, 0, 
